PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29386557","Spatial memory is as important as weapon and body size for territorial ownership in a lekking hummingbird","Araya-Salas M, Gonzalez-Gomez P, Wojczulanis-Jakubas K, López V 3rd, Wright TF.","Sci Rep. 2018 Jan 31;8(1):2001. doi: 10.1038/s41598-018-20441-x.","Araya-Salas M","Sci Rep","2018","2018/02/02","PMC5792557","","10.1038/s41598-018-20441-x"
"28245979","Ontogenetic shift in plant-related cognitive specialization by a mosquito-eating predator","Carvell GE, Jackson RR, Cross FR.","Behav Processes. 2017 May;138:105-122. doi: 10.1016/j.beproc.2017.02.022. Epub 2017 Feb 27.","Carvell GE","Behav Processes","2017","2017/03/02","PMC5407888","NIHMS858379","10.1016/j.beproc.2017.02.022"
"29806245","Does repeated human handling of study animals during the mating season affect their offspring?","Swierk L, Langkilde T.","J Exp Zool A Ecol Integr Physiol. 2018 Feb;329(2):80-86. doi: 10.1002/jez.2177. Epub 2018 May 27.","Swierk L","J Exp Zool A Ecol Integr Physiol","2018","2018/05/29","","","10.1002/jez.2177"
"29178336","Taking error into account when fitting models using Approximate Bayesian Computation","van der Vaart E, Prangle D, Sibly RM.","Ecol Appl. 2018 Mar;28(2):267-274. doi: 10.1002/eap.1656. Epub 2018 Jan 23.","van der Vaart E","Ecol Appl","2018","2017/11/28","","","10.1002/eap.1656"
"32647185","Enriched environments enhance cognition, exploratory behaviour and brain physiological functions of Sparus aurata","Arechavala-Lopez P, Caballero-Froilán JC, Jiménez-García M, Capó X, Tejada S, Saraiva JL, Sureda A, Moranta D.","Sci Rep. 2020 Jul 9;10(1):11252. doi: 10.1038/s41598-020-68306-6.","Arechavala-Lopez P","Sci Rep","2020","2020/07/11","PMC7347547","","10.1038/s41598-020-68306-6"
"29702178","Female hatchling American kestrels have a larger hippocampus than males: A link with sexual size dimorphism?","Guigueno MF, Karouna-Renier NK, Henry PFP, Head JA, Peters LE, Palace VP, Letcher RJ, Fernie KJ.","Behav Brain Res. 2018 Sep 3;349:98-101. doi: 10.1016/j.bbr.2018.04.037. Epub 2018 Apr 24.","Guigueno MF","Behav Brain Res","2018","2018/04/28","","","10.1016/j.bbr.2018.04.037"
"29075457","Territory surveillance and prey management: Wolves keep track of space and time","Schlägel UE, Merrill EH, Lewis MA.","Ecol Evol. 2017 Sep 9;7(20):8388-8405. doi: 10.1002/ece3.3176. eCollection 2017 Oct.","Schlägel UE","Ecol Evol","2017","2017/10/28","PMC5648667","","10.1002/ece3.3176"
"29494640","Consistent individual differences and population plasticity in network-derived sociality: An experimental manipulation of density in a gregarious ungulate","O'Brien PP, Webber QMR, Vander Wal E.","PLoS One. 2018 Mar 1;13(3):e0193425. doi: 10.1371/journal.pone.0193425. eCollection 2018.","O'Brien PP","PLoS One","2018","2018/03/02","PMC5832262","","10.1371/journal.pone.0193425"
"30349971","Separate brain areas for processing human and dog faces as revealed by awake fMRI in dogs (Canis familiaris)","Thompkins AM, Ramaiahgari B, Zhao S, Gotoor SSR, Waggoner P, Denney TS, Deshpande G, Katz JS.","Learn Behav. 2018 Dec;46(4):561-573. doi: 10.3758/s13420-018-0352-z.","Thompkins AM","Learn Behav","2018","2018/10/24","","","10.3758/s13420-018-0352-z"
"27209174","Reasoning by exclusion in the kea (Nestor notabilis)","O'Hara M, Schwing R, Federspiel I, Gajdon GK, Huber L.","Anim Cogn. 2016 Sep;19(5):965-75. doi: 10.1007/s10071-016-0998-x. Epub 2016 May 21.","O'Hara M","Anim Cogn","2016","2016/05/23","PMC4967098","","10.1007/s10071-016-0998-x"
"28017848","Testing the predictions of coping styles theory in threespined sticklebacks","Bensky MK, Paitz R, Pereira L, Bell AM.","Behav Processes. 2017 Mar;136:1-10. doi: 10.1016/j.beproc.2016.12.011. Epub 2016 Dec 23.","Bensky MK","Behav Processes","2017","2016/12/27","PMC5493480","NIHMS869355","10.1016/j.beproc.2016.12.011"
"28386423","Acquisition and functional consequences of social knowledge in macaques","Tiddi B, di Sorrentino EP, Fischer J, Schino G.","R Soc Open Sci. 2017 Feb 8;4(2):160639. doi: 10.1098/rsos.160639. eCollection 2017 Feb.","Tiddi B","R Soc Open Sci","2017","2017/04/08","PMC5367287","","10.1098/rsos.160639"
"28262722","Working dogs cooperate among one another by generalised reciprocity","Gfrerer N, Taborsky M.","Sci Rep. 2017 Mar 6;7:43867. doi: 10.1038/srep43867.","Gfrerer N","Sci Rep","2017","2017/03/07","PMC5338352","","10.1038/srep43867"
"28057516","Social motivation and conflict resolution tactics as potential building blocks of sociality in cichlid fishes","Balshine S, Wong MYL, Reddon AR.","Behav Processes. 2017 Aug;141(Pt 2):152-160. doi: 10.1016/j.beproc.2017.01.001. Epub 2017 Jan 3.","Balshine S","Behav Processes","2017","2017/01/07","","","10.1016/j.beproc.2017.01.001"
"27255454","Public perceptions of snakes and snakebite management: implications for conservation and human health in southern Nepal","Pandey DP, Subedi Pandey G, Devkota K, Goode M.","J Ethnobiol Ethnomed. 2016 Jun 2;12(1):22. doi: 10.1186/s13002-016-0092-0.","Pandey DP","J Ethnobiol Ethnomed","2016","2016/06/04","PMC4891849","","10.1186/s13002-016-0092-0"
"30919475","Time matching between grooming partners: Do methodological distinctions between short versus long-term reciprocation matter?","Dunayer ES, Tyrrell M, Balasubramaniam KN, Berman CM.","Am J Primatol. 2019 Apr;81(4):e22968. doi: 10.1002/ajp.22968. Epub 2019 Mar 28.","Dunayer ES","Am J Primatol","2019","2019/03/29","","","10.1002/ajp.22968"
"28298468","Selective attention in peacocks during assessment of rival males","Yorzinski JL, Patricelli GL, Bykau S, Platt ML.","J Exp Biol. 2017 Mar 15;220(Pt 6):1146-1153. doi: 10.1242/jeb.150946.","Yorzinski JL","J Exp Biol","2017","2017/03/17","","","10.1242/jeb.150946"
"26809838","Revisiting adult neurogenesis and the role of erythropoietin for neuronal and oligodendroglial differentiation in the hippocampus","Hassouna I, Ott C, Wüstefeld L, Offen N, Neher RA, Mitkovski M, Winkler D, Sperling S, Fries L, Goebbels S, Vreja IC, Hagemeyer N, Dittrich M, Rossetti MF, Kröhnert K, Hannke K, Boretius S, Zeug A, Höschen C, Dandekar T, Dere E, Neher E, Rizzoli SO, Nave KA, Sirén AL, Ehrenreich H.","Mol Psychiatry. 2016 Dec;21(12):1752-1767. doi: 10.1038/mp.2015.212. Epub 2016 Jan 26.","Hassouna I","Mol Psychiatry","2016","2016/01/27","PMC5193535","","10.1038/mp.2015.212"
"31549268","Chimpanzees use observed temporal directionality to learn novel causal relations","Tennie C, Völter CJ, Vonau V, Hanus D, Call J, Tomasello M.","Primates. 2019 Nov;60(6):517-524. doi: 10.1007/s10329-019-00754-9. Epub 2019 Sep 23.","Tennie C","Primates","2019","2019/09/25","PMC6858906","","10.1007/s10329-019-00754-9"
"30633748","One problem, too many solutions: How costly is honest signalling of need?","Számadó S, Czégel D, Zachar I.","PLoS One. 2019 Jan 11;14(1):e0208443. doi: 10.1371/journal.pone.0208443. eCollection 2019.","Számadó S","PLoS One","2019","2019/01/12","PMC6329501","","10.1371/journal.pone.0208443"
"30667241","Multiple parasitism reduces egg rejection in the host (Acrocephalus arundinaceus) of a mimetic avian brood parasite (Cuculus canorus)","Manna TJ, Moskát C, Tong L, Bán M, Aidala Z, Low J, Hauber ME.","J Comp Psychol. 2019 Aug;133(3):351-358. doi: 10.1037/com0000166. Epub 2019 Jan 21.","Manna TJ","J Comp Psychol","2019","2019/01/23","","","10.1037/com0000166"
"29980940","A new approach to understanding canine social cognition","Udell MAR.","Learn Behav. 2018 Dec;46(4):329-330. doi: 10.3758/s13420-018-0334-1.","Udell MAR","Learn Behav","2018","2018/07/08","","","10.3758/s13420-018-0334-1"
"31351009","Rapid acquisition of memory in a complex landscape by a mule deer","Jakopak RP, LaSharr TN, Dwinnell SPH, Fralick GL, Monteith KL.","Ecology. 2019 Dec;100(12):e02854. doi: 10.1002/ecy.2854. Epub 2019 Sep 6.","Jakopak RP","Ecology","2019","2019/07/28","","","10.1002/ecy.2854"
"29020028","Learning speed is affected by personality and reproductive investment in a songbird","Rivera-Gutierrez HF, Martens T, Pinxten R, Eens M.","PLoS One. 2017 Oct 11;12(10):e0185410. doi: 10.1371/journal.pone.0185410. eCollection 2017.","Rivera-Gutierrez HF","PLoS One","2017","2017/10/12","PMC5636094","","10.1371/journal.pone.0185410"
"30072461","The known unknowns: recognition and awareness of disease","Wall R.","Vet Rec. 2018 Aug 4;183(5):157-158. doi: 10.1136/vr.k3314.","Wall R","Vet Rec","2018","2018/08/04","","","10.1136/vr.k3314"
"28222237","Extreme genetic structure in a social bird species despite high dispersal capacity","Morinha F, Dávila JA, Bastos E, Cabral JA, Frías Ó, González JL, Travassos P, Carvalho D, Milá B, Blanco G.","Mol Ecol. 2017 May;26(10):2812-2825. doi: 10.1111/mec.14069. Epub 2017 Mar 13.","Morinha F","Mol Ecol","2017","2017/02/22","","","10.1111/mec.14069"
"30372107","Like chimpanzees (Pan troglodytes), pigeons (Columba livia domestica) match and Nash equilibrate where humans (Homo sapiens) do not","Hachiga Y, Schwartz LP, Tripoli C, Michaels S, Kearns D, Silberberg A.","J Comp Psychol. 2019 May;133(2):197-206. doi: 10.1037/com0000144. Epub 2018 Oct 29.","Hachiga Y","J Comp Psychol","2019","2018/10/30","PMC6488457","NIHMS984054","10.1037/com0000144"
"30375414","A task-experienced partner does not help dogs be as successful as wolves in a cooperative string-pulling task","Marshall-Pescini S, Basin C, Range F.","Sci Rep. 2018 Oct 30;8(1):16049. doi: 10.1038/s41598-018-33771-7.","Marshall-Pescini S","Sci Rep","2018","2018/10/31","PMC6207655","","10.1038/s41598-018-33771-7"
"30252982","The effects of living in an outdoor enclosure on hippocampal plasticity and anxiety-like behavior in response to nematode infection","Cope EC, Opendak M, LaMarca EA, Murthy S, Park CY, Olson LB, Martinez S, Leung JM, Graham AL, Gould E.","Hippocampus. 2019 Apr;29(4):366-377. doi: 10.1002/hipo.23033. Epub 2018 Nov 22.","Cope EC","Hippocampus","2019","2018/09/26","PMC6464387","NIHMS1020550","10.1002/hipo.23033"
"29622923","Avoiding the misuse of BLUP in behavioural ecology","Houslay TM, Wilson AJ.","Behav Ecol. 2017 Jul-Aug;28(4):948-952. doi: 10.1093/beheco/arx023. Epub 2017 Mar 2.","Houslay TM","Behav Ecol","2017","2018/04/07","PMC5873244","","10.1093/beheco/arx023"
"33189403","On Multifaceted Definitions of Multilevel Societies: Response to Papageorgiou and Farine","Grueter CC, Qi X, Zinner D, Bergman T, Li M, Xiang Z, Zhu P, Miller A, Krützen M, Fischer J, Rubenstein DI, Vidya TNC, Li B, Cantor M, Swedell L.","Trends Ecol Evol. 2021 Jan;36(1):17-19. doi: 10.1016/j.tree.2020.10.012. Epub 2020 Nov 11.","Grueter CC","Trends Ecol Evol","2021","2020/11/15","","","10.1016/j.tree.2020.10.012"
"28818500","Cryptic sexual dimorphism in spatial memory and hippocampal oxytocin receptors in prairie voles (Microtus ochrogaster)","Rice MA, Hobbs LE, Wallace KJ, Ophir AG.","Horm Behav. 2017 Sep;95:94-102. doi: 10.1016/j.yhbeh.2017.08.003. Epub 2017 Aug 30.","Rice MA","Horm Behav","2017","2017/08/19","PMC5623076","NIHMS903178","10.1016/j.yhbeh.2017.08.003"
"30104435","Stress hormones, social associations and song learning in zebra finches","Boogert NJ, Lachlan RF, Spencer KA, Templeton CN, Farine DR.","Philos Trans R Soc Lond B Biol Sci. 2018 Sep 26;373(1756):20170290. doi: 10.1098/rstb.2017.0290.","Boogert NJ","Philos Trans R Soc Lond B Biol Sci","2018","2018/08/15","PMC6107560","","10.1098/rstb.2017.0290"
"30914721","Glucocorticoids do not influence a secondary sexual trait or its behavioral expression in eastern fence lizards","MacLeod KJ, McCormick GL, Langkilde T.","Sci Rep. 2019 Mar 26;9(1):5229. doi: 10.1038/s41598-019-41596-1.","MacLeod KJ","Sci Rep","2019","2019/03/28","PMC6435798","","10.1038/s41598-019-41596-1"
"30305440","Wild chimpanzees select tool material based on efficiency and knowledge","Lamon N, Neumann C, Gier J, Zuberbühler K, Gruber T.","Proc Biol Sci. 2018 Oct 10;285(1888):20181715. doi: 10.1098/rspb.2018.1715.","Lamon N","Proc Biol Sci","2018","2018/10/12","PMC6191692","","10.1098/rspb.2018.1715"
"26922587","A sublethal imidacloprid concentration alters foraging and competition behaviour of ants","Thiel S, Köhler HR.","Ecotoxicology. 2016 May;25(4):814-23. doi: 10.1007/s10646-016-1638-6. Epub 2016 Feb 27.","Thiel S","Ecotoxicology","2016","2016/02/29","","","10.1007/s10646-016-1638-6"
"31959761","Information transfer through food from parents to offspring in wild Javan gibbons","Yi Y, Kim Y, Hikmat A, Choe JC.","Sci Rep. 2020 Jan 20;10(1):714. doi: 10.1038/s41598-019-57021-6.","Yi Y","Sci Rep","2020","2020/01/22","PMC6971262","","10.1038/s41598-019-57021-6"
"26848954","Socially Driven Consistent Behavioural Differences during Development in Common Ravens and Carrion Crows","Miller R, Laskowski KL, Schiestl M, Bugnyar T, Schwab C.","PLoS One. 2016 Feb 5;11(2):e0148822. doi: 10.1371/journal.pone.0148822. eCollection 2016.","Miller R","PLoS One","2016","2016/02/06","PMC4746062","","10.1371/journal.pone.0148822"
"26829575","Multi-level human evolution: ecological patterns in hominin phylogeny","Parravicini A, Pievani T.","J Anthropol Sci. 2016 Jun 20;94:167-82. doi: 10.4436/JASS.94026. Epub 2015 Jan 29.","Parravicini A","J Anthropol Sci","2016","2016/02/02","","","10.4436/JASS.94026"
"28262803","Adopt, ignore, or kill? Male poison frogs adjust parental decisions according to their territorial status","Ringler E, Barbara Beck K, Weinlein S, Huber L, Ringler M.","Sci Rep. 2017 Mar 6;7:43544. doi: 10.1038/srep43544.","Ringler E","Sci Rep","2017","2017/03/07","PMC5337939","","10.1038/srep43544"
"29374539","Differential Processing by Two Olfactory Subsystems in the Honeybee Brain","Carcaud J, Giurfa M, Sandoz JC.","Neuroscience. 2018 Mar 15;374:33-48. doi: 10.1016/j.neuroscience.2018.01.029. Epub 2018 Jan 31.","Carcaud J","Neuroscience","2018","2018/01/29","","","10.1016/j.neuroscience.2018.01.029"
"29643218","Maternal effects impact decision-making in a viviparous lizard","Munch KL, Noble DWA, Botterill-James T, Koolhof IS, Halliwell B, Wapstra E, While GM.","Biol Lett. 2018 Apr;14(4):20170556. doi: 10.1098/rsbl.2017.0556.","Munch KL","Biol Lett","2018","2018/04/13","PMC5938558","","10.1098/rsbl.2017.0556"
"30296346","Do sexual calls in female black capuchin monkeys (Sapajus nigritus) vary with fertility? An acoustic analysis","Bernaldo de Quirós E, Wheeler BC, Hammerschmidt K, Heistermann M, Tiddi B.","Am J Primatol. 2018 Sep;80(9):e22920. doi: 10.1002/ajp.22920.","Bernaldo de Quirós E","Am J Primatol","2018","2018/10/09","","","10.1002/ajp.22920"
"28615487","Cognitive specialization for learning faces is associated with shifts in the brain transcriptome of a social wasp","Berens AJ, Tibbetts EA, Toth AL.","J Exp Biol. 2017 Jun 15;220(Pt 12):2149-2153. doi: 10.1242/jeb.155200.","Berens AJ","J Exp Biol","2017","2017/06/16","","","10.1242/jeb.155200"
"28884681","Resource depletion through primate stone technology","Luncz LV, Tan A, Haslam M, Kulik L, Proffitt T, Malaivijitnond S, Gumert M.","Elife. 2017 Sep 8;6:e23647. doi: 10.7554/eLife.23647.","Luncz LV","Elife","2017","2017/09/09","PMC5590808","","10.7554/eLife.23647"
"28492975","Practice makes perfect: familiarity of task determines success in solvable tasks for free-ranging dogs (Canis lupus familiaris)","Bhattacharjee D, Dasgupta S, Biswas A, Deheria J, Gupta S, Nikhil Dev N, Udell M, Bhadra A.","Anim Cogn. 2017 Jul;20(4):771-776. doi: 10.1007/s10071-017-1097-3. Epub 2017 May 10.","Bhattacharjee D","Anim Cogn","2017","2017/05/12","","","10.1007/s10071-017-1097-3"
"27450081","Chronic Melatonin Administration Reduced Oxidative Damage and Cellular Senescence in the Hippocampus of a Mouse Model of Down Syndrome","Parisotto EB, Vidal V, García-Cerro S, Lantigua S, Wilhelm Filho D, Sanchez-Barceló EJ, Martínez-Cué C, Rueda N.","Neurochem Res. 2016 Nov;41(11):2904-2913. doi: 10.1007/s11064-016-2008-8. Epub 2016 Jul 23.","Parisotto EB","Neurochem Res","2016","2016/07/25","","","10.1007/s11064-016-2008-8"
"27798312","Social complexity influences brain investment and neural operation costs in ants","Kamhi JF, Gronenberg W, Robson SK, Traniello JF.","Proc Biol Sci. 2016 Oct 26;283(1841):20161949. doi: 10.1098/rspb.2016.1949.","Kamhi JF","Proc Biol Sci","2016","2016/11/01","PMC5095391","","10.1098/rspb.2016.1949"
"31847766","Network analysis reveals underlying syntactic features in a vocally learnt mammalian display, humpback whale song","Allen JA, Garland EC, Dunlop RA, Noad MJ.","Proc Biol Sci. 2019 Dec 18;286(1917):20192014. doi: 10.1098/rspb.2019.2014. Epub 2019 Dec 18.","Allen JA","Proc Biol Sci","2019","2019/12/19","PMC6939930","","10.1098/rspb.2019.2014"
"30185606","Tail walking in a bottlenose dolphin community: the rise and fall of an arbitrary cultural 'fad'","Bossley M, Steiner A, Brakes P, Shrimpton J, Foster C, Rendell L.","Biol Lett. 2018 Sep;14(9):20180314. doi: 10.1098/rsbl.2018.0314.","Bossley M","Biol Lett","2018","2018/09/07","PMC6170752","","10.1098/rsbl.2018.0314"
"29194954","COMT Val(158) Met moderates the link between rank and aggression in a non-human primate","Gutleb DR, Roos C, Noll A, Ostner J, Schülke O.","Genes Brain Behav. 2018 Apr;17(4):e12443. doi: 10.1111/gbb.12443. Epub 2017 Dec 20.","Gutleb DR","Genes Brain Behav","2018","2017/12/02","","","10.1111/gbb.12443"
"27009231","Absolute, not relative brain size correlates with sociality in ground squirrels","Matějů J, Kratochvíl L, Pavelková Z, Pavelková Řičánková V, Vohralík V, Němec P.","Proc Biol Sci. 2016 Mar 30;283(1827):20152725. doi: 10.1098/rspb.2015.2725.","Matějů J","Proc Biol Sci","2016","2016/03/25","PMC4822454","","10.1098/rspb.2015.2725"
"27823955","Stressed snakes strike first: Hormone levels and defensive behavior in free ranging cottonmouths (Agkistrodon piscivorus)","Herr MW, Graham SP, Langkilde T.","Gen Comp Endocrinol. 2017 Mar 1;243:89-95. doi: 10.1016/j.ygcen.2016.11.003. Epub 2016 Nov 5.","Herr MW","Gen Comp Endocrinol","2017","2016/11/09","","","10.1016/j.ygcen.2016.11.003"
"26872303","Male long-tailed macaques (Macaca fascicularis) understand the target of facial threat","Overduin-de Vries AM, Bakker FA, Spruijt BM, Sterck EH.","Am J Primatol. 2016 Jul;78(7):720-30. doi: 10.1002/ajp.22536. Epub 2016 Feb 12.","Overduin-de Vries AM","Am J Primatol","2016","2016/02/13","","","10.1002/ajp.22536"
"27881751","Artificial selection on male genitalia length alters female brain size","Buechel SD, Booksmythe I, Kotrschal A, Jennions MD, Kolm N.","Proc Biol Sci. 2016 Nov 30;283(1843):20161796. doi: 10.1098/rspb.2016.1796.","Buechel SD","Proc Biol Sci","2016","2016/11/25","PMC5136585","","10.1098/rspb.2016.1796"
"31378617","Bats Actively Use Leaves as Specular Reflectors to Detect Acoustically Camouflaged Prey","Geipel I, Steckel J, Tschapka M, Vanderelst D, Schnitzler HU, Kalko EKV, Peremans H, Simon R.","Curr Biol. 2019 Aug 19;29(16):2731-2736.e3. doi: 10.1016/j.cub.2019.06.076. Epub 2019 Aug 1.","Geipel I","Curr Biol","2019","2019/08/06","","","10.1016/j.cub.2019.06.076"
"27876641","Individual differences in personality in laying hens are related to learning a colour cue association","de Haas EN, Lee C, Hernandez CE, Naguib M, Rodenburg TB.","Behav Processes. 2017 Jan;134:37-42. doi: 10.1016/j.beproc.2016.11.001. Epub 2016 Nov 19.","de Haas EN","Behav Processes","2017","2016/11/24","","","10.1016/j.beproc.2016.11.001"
"31964256","Experimental translocations to low predation lead to non-parallel increases in relative brain size","Mitchell DJ, Vega-Trejo R, Kotrschal A.","Biol Lett. 2020 Jan;16(1):20190654. doi: 10.1098/rsbl.2019.0654. Epub 2020 Jan 22.","Mitchell DJ","Biol Lett","2020","2020/01/23","PMC7013489","","10.1098/rsbl.2019.0654"
"29392719","Exposure to predators does not lead to the evolution of larger brains in experimental populations of threespine stickleback","Samuk K, Xue J, Rennision DJ.","Evolution. 2018 Apr;72(4):916-929. doi: 10.1111/evo.13444. Epub 2018 Mar 12.","Samuk K","Evolution","2018","2018/02/03","","","10.1111/evo.13444"
"27496205","Harbour seals (Phoca vitulina) are able to time precisely","Heinrich T, Dehnhardt G, Hanke FD.","Anim Cogn. 2016 Nov;19(6):1133-1142. doi: 10.1007/s10071-016-1020-3. Epub 2016 Aug 5.","Heinrich T","Anim Cogn","2016","2016/08/07","","","10.1007/s10071-016-1020-3"
"32144759","Stay home, stay safe-Site familiarity reduces predation risk in a large herbivore in two contrasting study sites","Gehr B, Bonnot NC, Heurich M, Cagnacci F, Ciuti S, Hewison AJM, Gaillard JM, Ranc N, Premier J, Vogt K, Hofer E, Ryser A, Vimercati E, Keller L.","J Anim Ecol. 2020 Jun;89(6):1329-1339. doi: 10.1111/1365-2656.13202. Epub 2020 Apr 4.","Gehr B","J Anim Ecol","2020","2020/03/08","","","10.1111/1365-2656.13202"
"27957536","Monkey vocal tracts are speech-ready","Fitch WT, de Boer B, Mathur N, Ghazanfar AA.","Sci Adv. 2016 Dec 9;2(12):e1600723. doi: 10.1126/sciadv.1600723. eCollection 2016 Dec.","Fitch WT","Sci Adv","2016","2016/12/14","PMC5148209","","10.1126/sciadv.1600723"
"29078337","Importance of a species' socioecology: Wolves outperform dogs in a conspecific cooperation task","Marshall-Pescini S, Schwarz JFL, Kostelnik I, Virányi Z, Range F.","Proc Natl Acad Sci U S A. 2017 Oct 31;114(44):11793-11798. doi: 10.1073/pnas.1709027114. Epub 2017 Oct 16.","Marshall-Pescini S","Proc Natl Acad Sci U S A","2017","2017/10/29","PMC5676910","","10.1073/pnas.1709027114"
"27567828","Quantitative Proteomics Reveals the Mechanism of Oxygen Treatment on Lenses of Alzheimer's Disease Model Mice","Wang H, Wang Y, Hong X, Li S, Wang Y.","J Alzheimers Dis. 2016 Aug 10;54(1):275-86. doi: 10.3233/JAD-160263.","Wang H","J Alzheimers Dis","2016","2016/08/29","","","10.3233/JAD-160263"
"28840405","Cooperative problem solving in giant otters (Pteronura brasiliensis) and Asian small-clawed otters (Aonyx cinerea)","Schmelz M, Duguid S, Bohn M, Völter CJ.","Anim Cogn. 2017 Nov;20(6):1107-1114. doi: 10.1007/s10071-017-1126-2. Epub 2017 Aug 24.","Schmelz M","Anim Cogn","2017","2017/08/26","PMC5640742","","10.1007/s10071-017-1126-2"
"30209226","Parent-offspring facial resemblance increases with age in rhesus macaques","Kazem AJN, Barth Y, Pfefferle D, Kulik L, Widdig A.","Proc Biol Sci. 2018 Sep 12;285(1886):20181208. doi: 10.1098/rspb.2018.1208.","Kazem AJN","Proc Biol Sci","2018","2018/09/14","PMC6158521","","10.1098/rspb.2018.1208"
"30416061","Electric-Color Sensing in Weakly Electric Fish Suggests Color Perception as a Sensory Concept beyond Vision","Gottwald M, Singh N, Haubrich AN, Regett S, von der Emde G.","Curr Biol. 2018 Nov 19;28(22):3648-3653.e2. doi: 10.1016/j.cub.2018.09.036. Epub 2018 Nov 8.","Gottwald M","Curr Biol","2018","2018/11/13","","","10.1016/j.cub.2018.09.036"
"29030788","Viral Richness is Positively Related to Group Size, but Not Mating System, in Bats","Webber QMR, Fletcher QE, Willis CKR.","Ecohealth. 2017 Dec;14(4):652-661. doi: 10.1007/s10393-017-1276-3. Epub 2017 Oct 13.","Webber QMR","Ecohealth","2017","2017/10/15","","","10.1007/s10393-017-1276-3"
"27634051","Foraging success under uncertainty: search tradeoffs and optimal space use","Bartumeus F, Campos D, Ryu WS, Lloret-Cabot R, Méndez V, Catalan J.","Ecol Lett. 2016 Nov;19(11):1299-1313. doi: 10.1111/ele.12660. Epub 2016 Sep 15.","Bartumeus F","Ecol Lett","2016","2016/09/17","","","10.1111/ele.12660"
"27284071","Drosophila females trade off good nutrition with high-quality oviposition sites when choosing foods","Lihoreau M, Poissonnier LA, Isabel G, Dussutour A.","J Exp Biol. 2016 Aug 15;219(Pt 16):2514-24. doi: 10.1242/jeb.142257. Epub 2016 Jun 9.","Lihoreau M","J Exp Biol","2016","2016/06/11","","","10.1242/jeb.142257"
"28100802","Hydrodynamic detection and localization of artificial flatfish breathing currents by harbour seals (Phoca vitulina)","Niesterok B, Krüger Y, Wieskotten S, Dehnhardt G, Hanke W.","J Exp Biol. 2017 Jan 15;220(Pt 2):174-185. doi: 10.1242/jeb.148676.","Niesterok B","J Exp Biol","2017","2017/01/20","","","10.1242/jeb.148676"
"32747691","Innovative problem-solving in wild hyenas is reliable across time and contexts","Johnson-Ulrich L, Holekamp KE, Hambrick DZ.","Sci Rep. 2020 Aug 3;10(1):13000. doi: 10.1038/s41598-020-69953-5.","Johnson-Ulrich L","Sci Rep","2020","2020/08/05","PMC7400572","","10.1038/s41598-020-69953-5"
"26581804","First-time rhesus monkey mothers, and mothers of sons, preferentially engage in face-to-face interactions with their infants","Dettmer AM, Kaburu SS, Byers KL, Murphy AM, Soneson E, Wooddell LJ, Suomi SJ.","Am J Primatol. 2016 Feb;78(2):238-46. doi: 10.1002/ajp.22503. Epub 2015 Nov 18.","Dettmer AM","Am J Primatol","2016","2015/11/20","PMC6528797","NIHMS1024424","10.1002/ajp.22503"
"31324139","To save or not to save your family member's life? Evolutionary stability of self-sacrificing life history strategy in monogamous sexual populations","Garay J, Garay BM, Varga Z, Csiszár V, Móri TF.","BMC Evol Biol. 2019 Jul 19;19(1):147. doi: 10.1186/s12862-019-1478-0.","Garay J","BMC Evol Biol","2019","2019/07/21","PMC6642471","","10.1186/s12862-019-1478-0"
"28992072","Attention and Motivated Response to Simulated Male Advertisement Call Activates Forebrain Dopaminergic and Social Decision-Making Network Nuclei in Female Midshipman Fish","Forlano PM, Licorish RR, Ghahramani ZN, Timothy M, Ferrari M, Palmer WC, Sisneros JA.","Integr Comp Biol. 2017 Oct 1;57(4):820-834. doi: 10.1093/icb/icx053.","Forlano PM","Integr Comp Biol","2017","2017/10/10","PMC5886316","","10.1093/icb/icx053"
"27095267","When the birds go unheard: highway noise disrupts information transfer between bird species","Grade AM, Sieving KE.","Biol Lett. 2016 Apr;12(4):20160113. doi: 10.1098/rsbl.2016.0113.","Grade AM","Biol Lett","2016","2016/04/21","PMC4881358","","10.1098/rsbl.2016.0113"
"28570553","Genetic rescue of an endangered domestic animal through outcrossing with closely related breeds: A case study of the Norwegian Lundehund","Stronen AV, Salmela E, Baldursdóttir BK, Berg P, Espelien IS, Järvi K, Jensen H, Kristensen TN, Melis C, Manenti T, Lohi H, Pertoldi C.","PLoS One. 2017 Jun 1;12(6):e0177429. doi: 10.1371/journal.pone.0177429. eCollection 2017.","Stronen AV","PLoS One","2017","2017/06/02","PMC5453418","","10.1371/journal.pone.0177429"
"27436482","Light enough to travel or wise enough to stay? Brain size evolution and migratory behavior in birds","Vincze O.","Evolution. 2016 Sep;70(9):2123-33. doi: 10.1111/evo.13012. Epub 2016 Aug 22.","Vincze O","Evolution","2016","2016/07/21","","","10.1111/evo.13012"
"28270619","Massive increase in visual range preceded the origin of terrestrial vertebrates","MacIver MA, Schmitz L, Mugan U, Murphey TD, Mobley CD.","Proc Natl Acad Sci U S A. 2017 Mar 21;114(12):E2375-E2384. doi: 10.1073/pnas.1615563114. Epub 2017 Mar 7.","MacIver MA","Proc Natl Acad Sci U S A","2017","2017/03/09","PMC5373340","","10.1073/pnas.1615563114"
