PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28344631","A behavioural syndrome, but less evidence for a relationship with cognitive traits in a spatial orientation context","Schuster AC, Zimmermann U, Hauer C, Foerster K.","Front Zool. 2017 Mar 24;14:19. doi: 10.1186/s12983-017-0204-2. eCollection 2017.","Schuster AC","Front Zool","2017","2017/03/28","PMC5364594","","10.1186/s12983-017-0204-2"
"31349022","Impact of social rearing-environment on performance in a complex maze in females of a cichlid fish","Hesse S, Sandmann S, Bakker TCM, Thünken T.","Behav Processes. 2019 Oct;167:103915. doi: 10.1016/j.beproc.2019.103915. Epub 2019 Jul 23.","Hesse S","Behav Processes","2019","2019/07/27","","","10.1016/j.beproc.2019.103915"
"29795254","Inference of ecological and social drivers of human brain-size evolution","González-Forero M, Gardner A.","Nature. 2018 May;557(7706):554-557. doi: 10.1038/s41586-018-0127-x. Epub 2018 May 23.","González-Forero M","Nature","2018","2018/05/26","","","10.1038/s41586-018-0127-x"
"27804047","Chimpanzee Personality and the Arginine Vasopressin Receptor 1A Genotype","Wilson VA, Weiss A, Humle T, Morimura N, Udono T, Idani G, Matsuzawa T, Hirata S, Inoue-Murayama M.","Behav Genet. 2017 Mar;47(2):215-226. doi: 10.1007/s10519-016-9822-2. Epub 2016 Nov 2.","Wilson VA","Behav Genet","2017","2016/11/03","PMC5306277","","10.1007/s10519-016-9822-2"
"30355809","Simultaneous measurements of three-dimensional trajectories and wingbeat frequencies of birds in the field","Ling H, Mclvor GE, Nagy G, MohaimenianPour S, Vaughan RT, Thornton A, Ouellette NT.","J R Soc Interface. 2018 Oct 24;15(147):20180653. doi: 10.1098/rsif.2018.0653.","Ling H","J R Soc Interface","2018","2018/10/26","PMC6228479","","10.1098/rsif.2018.0653"
"30707366","Precise relative-quantity judgement in the striped field mouse Apodemus agrarius Pallas","Reznikova Z, Panteleeva S, Vorobyeva N.","Anim Cogn. 2019 Mar;22(2):277-289. doi: 10.1007/s10071-019-01244-7. Epub 2019 Feb 1.","Reznikova Z","Anim Cogn","2019","2019/02/02","","","10.1007/s10071-019-01244-7"
"31412429","Spatial memory shapes migration and its benefits: evidence from a large herbivore","Merkle JA, Sawyer H, Monteith KL, Dwinnell SPH, Fralick GL, Kauffman MJ.","Ecol Lett. 2019 Nov;22(11):1797-1805. doi: 10.1111/ele.13362. Epub 2019 Aug 14.","Merkle JA","Ecol Lett","2019","2019/08/15","","","10.1111/ele.13362"
"31273775","Sexual selection and the evolution of male and female cognition: A test using experimental evolution in seed beetles","Baur J, Nsanzimana JD, Berger D.","Evolution. 2019 Dec;73(12):2390-2400. doi: 10.1111/evo.13793. Epub 2019 Jul 12.","Baur J","Evolution","2019","2019/07/06","","","10.1111/evo.13793"
"30404883","Intraspecific brain size variation between coexisting sunfish ecotypes","Axelrod CJ, Laberge F, Robinson BW.","Proc Biol Sci. 2018 Nov 7;285(1890):20181971. doi: 10.1098/rspb.2018.1971.","Axelrod CJ","Proc Biol Sci","2018","2018/11/09","PMC6235049","","10.1098/rspb.2018.1971"
"30138418","Phylogeography, mitochondrial DNA diversity, and demographic history of geladas (Theropithecus gelada)","Zinner D, Atickem A, Beehner JC, Bekele A, Bergman TJ, Burke R, Dolotovskaya S, Fashing PJ, Gippoliti S, Knauf S, Knauf Y, Mekonnen A, Moges A, Nguyen N, Stenseth NC, Roos C.","PLoS One. 2018 Aug 23;13(8):e0202303. doi: 10.1371/journal.pone.0202303. eCollection 2018.","Zinner D","PLoS One","2018","2018/08/24","PMC6107150","","10.1371/journal.pone.0202303"
"31064309","Transitive inference in Polistes paper wasps","Tibbetts EA, Agudelo J, Pandit S, Riojas J.","Biol Lett. 2019 May 31;15(5):20190015. doi: 10.1098/rsbl.2019.0015.","Tibbetts EA","Biol Lett","2019","2019/05/09","PMC6548734","","10.1098/rsbl.2019.0015"
"28916808","The effects of domestication and ontogeny on cognition in dogs and wolves","Lampe M, Bräuer J, Kaminski J, Virányi Z.","Sci Rep. 2017 Sep 15;7(1):11690. doi: 10.1038/s41598-017-12055-6.","Lampe M","Sci Rep","2017","2017/09/17","PMC5601471","","10.1038/s41598-017-12055-6"
"32999416","Azure-winged magpies' decisions to share food are contingent on the presence or absence of food for the recipient","Massen JJM, Haley SM, Bugnyar T.","Sci Rep. 2020 Sep 30;10(1):16147. doi: 10.1038/s41598-020-73256-0.","Massen JJM","Sci Rep","2020","2020/10/01","PMC7528063","","10.1038/s41598-020-73256-0"
"25907267","What is the animal doing? Tools for exploring behavioural structure in animal movements","Gurarie E, Bracis C, Delgado M, Meckley TD, Kojola I, Wagner CM.","J Anim Ecol. 2016 Jan;85(1):69-84. doi: 10.1111/1365-2656.12379. Epub 2015 Jul 23.","Gurarie E","J Anim Ecol","2016","2015/04/25","","","10.1111/1365-2656.12379"
"31733208","Obtaining plasma to measure baseline corticosterone concentrations in reptiles: How quick is quick enough?","Tylan C, Camacho K, French S, Graham SP, Herr MW, Jones J, McCormick GL, O'Brien MA, Tennessen JB, Thawley CJ, Webb A, Langkilde T.","Gen Comp Endocrinol. 2020 Feb 1;287:113324. doi: 10.1016/j.ygcen.2019.113324. Epub 2019 Nov 13.","Tylan C","Gen Comp Endocrinol","2020","2019/11/17","","","10.1016/j.ygcen.2019.113324"
"30185636","Camouflage strategies interfere differently with observer search images","Troscianko J, Skelhorn J, Stevens M.","Proc Biol Sci. 2018 Sep 5;285(1886):20181386. doi: 10.1098/rspb.2018.1386.","Troscianko J","Proc Biol Sci","2018","2018/09/07","PMC6158535","","10.1098/rspb.2018.1386"
"31295527","Effects of ethanol extract from Bidens pilosa L. on spontaneous activity, learning and memory in aged rats","Wang GW, Cao J, Wang XQ.","Exp Gerontol. 2019 Oct 1;125:110651. doi: 10.1016/j.exger.2019.110651. Epub 2019 Jul 8.","Wang GW","Exp Gerontol","2019","2019/07/12","","","10.1016/j.exger.2019.110651"
"31772201","Wolves and dogs recruit human partners in the cooperative string-pulling task","Range F, Kassis A, Taborsky M, Boada M, Marshall-Pescini S.","Sci Rep. 2019 Nov 26;9(1):17591. doi: 10.1038/s41598-019-53632-1.","Range F","Sci Rep","2019","2019/11/28","PMC6879616","","10.1038/s41598-019-53632-1"
"31204161","Forebrain Dopamine System Regulates Inner Ear Auditory Sensitivity to Socially Relevant Acoustic Signals","Perelmuter JT, Wilson AB, Sisneros JA, Forlano PM.","Curr Biol. 2019 Jul 8;29(13):2190-2198.e3. doi: 10.1016/j.cub.2019.05.055. Epub 2019 Jun 13.","Perelmuter JT","Curr Biol","2019","2019/06/18","","","10.1016/j.cub.2019.05.055"
"32524291","Effects of reward magnitude and training frequency on the learning rates and memory retention of the Port Jackson shark Heterodontus portusjacksoni","Heinrich DDU, Vila Pouca C, Brown C, Huveneers C.","Anim Cogn. 2020 Sep;23(5):939-949. doi: 10.1007/s10071-020-01402-2. Epub 2020 Jun 10.","Heinrich DDU","Anim Cogn","2020","2020/06/12","","","10.1007/s10071-020-01402-2"
"28744803","Xanthoceraside modulates neurogenesis to ameliorate cognitive impairment in APP/PS1 transgenic mice","Zhu L, Chi T, Zhao X, Yang L, Song S, Lu Q, Ji X, Liu P, Wang L, Zou L.","J Physiol Sci. 2018 Sep;68(5):555-565. doi: 10.1007/s12576-017-0561-9. Epub 2017 Jul 25.","Zhu L","J Physiol Sci","2018","2017/07/27","","","10.1007/s12576-017-0561-9"
"29032037","Ecocultural range-expansion scenarios for the replacement or assimilation of Neanderthals by modern humans","Wakano JY, Gilpin W, Kadowaki S, Feldman MW, Aoki K.","Theor Popul Biol. 2018 Feb;119:3-14. doi: 10.1016/j.tpb.2017.09.004. Epub 2017 Oct 12.","Wakano JY","Theor Popul Biol","2018","2017/10/17","","","10.1016/j.tpb.2017.09.004"
"31517043","Chimpanzee face recognition from videos in the wild using deep learning","Schofield D, Nagrani A, Zisserman A, Hayashi M, Matsuzawa T, Biro D, Carvalho S.","Sci Adv. 2019 Sep 4;5(9):eaaw0736. doi: 10.1126/sciadv.aaw0736. eCollection 2019 Sep.","Schofield D","Sci Adv","2019","2019/09/14","PMC6726454","","10.1126/sciadv.aaw0736"
"31283976","Anti-parasitic egg rejection by great reed warblers (Acrocephalus arundinaceus) tracks differences along an eggshell color gradient","Abolins-Abols M, Hanley D, Moskát C, Grim T, Hauber ME.","Behav Processes. 2019 Sep;166:103902. doi: 10.1016/j.beproc.2019.103902. Epub 2019 Jul 5.","Abolins-Abols M","Behav Processes","2019","2019/07/09","","","10.1016/j.beproc.2019.103902"
"28539508","What makes specialized food-caching mountain chickadees successful city slickers?","Kozlovsky DY, Weissgerber EA, Pravosudov VV.","Proc Biol Sci. 2017 May 31;284(1855):20162613. doi: 10.1098/rspb.2016.2613.","Kozlovsky DY","Proc Biol Sci","2017","2017/05/26","PMC5454252","","10.1098/rspb.2016.2613"
"31712354","Effects of environmental enrichment on forebrain neural plasticity and survival success of stocked Atlantic salmon","Mes D, van Os R, Gorissen M, Ebbesson LOE, Finstad B, Mayer I, Vindas MA.","J Exp Biol. 2019 Dec 4;222(Pt 23):jeb212258. doi: 10.1242/jeb.212258.","Mes D","J Exp Biol","2019","2019/11/13","","","10.1242/jeb.212258"
"27481189","Place recognition using batlike sonar","Vanderelst D, Steckel J, Boen A, Peremans H, Holderied MW.","Elife. 2016 Aug 2;5:e14188. doi: 10.7554/eLife.14188.","Vanderelst D","Elife","2016","2016/08/03","PMC4970868","","10.7554/eLife.14188"
"29421222","Shy herbivores forage more efficiently than bold ones regardless of information-processing overload","Tan MK, Chang CC, Tan HTW.","Behav Processes. 2018 Apr;149:52-58. doi: 10.1016/j.beproc.2018.02.003. Epub 2018 Feb 5.","Tan MK","Behav Processes","2018","2018/02/09","","","10.1016/j.beproc.2018.02.003"
"31362607","Modality-specific impairment of learning by a neonicotinoid pesticide","Muth F, Francis JS, Leonard AS.","Biol Lett. 2019 Jul 26;15(7):20190359. doi: 10.1098/rsbl.2019.0359. Epub 2019 Jul 31.","Muth F","Biol Lett","2019","2019/08/01","PMC6684981","","10.1098/rsbl.2019.0359"
"28276652","Worker brain development and colony organization in ants: Does division of labor influence neuroplasticity?","Kamhi JF, Sandridge-Gresko A, Walker C, Robson SKA, Traniello JFA.","Dev Neurobiol. 2017 Sep;77(9):1072-1085. doi: 10.1002/dneu.22496. Epub 2017 Jun 20.","Kamhi JF","Dev Neurobiol","2017","2017/03/10","","","10.1002/dneu.22496"
"28922513","Purpose, processes, partnerships, and products: four Ps to advance participatory socio-environmental modeling","Gray S, Voinov A, Paolisso M, Jordan R, BenDor T, Bommel P, Glynn P, Hedelin B, Hubacek K, Introne J, Kolagani N, Laursen B, Prell C, Schmitt Olabisi L, Singer A, Sterling E, Zellner M.","Ecol Appl. 2018 Jan;28(1):46-61. doi: 10.1002/eap.1627. Epub 2017 Dec 8.","Gray S","Ecol Appl","2018","2017/09/19","","","10.1002/eap.1627"
"30262928","Social Structure Facilitated the Evolution of Care-giving as a Strategy for Disease Control in the Human Lineage","Kessler SE, Bonnell TR, Setchell JM, Chapman CA.","Sci Rep. 2018 Sep 27;8(1):13997. doi: 10.1038/s41598-018-31568-2.","Kessler SE","Sci Rep","2018","2018/09/29","PMC6160448","","10.1038/s41598-018-31568-2"
"30498121","Cultural flies: Conformist social learning in fruitflies predicts long-lasting mate-choice traditions","Danchin E, Nöbel S, Pocheville A, Dagaeff AC, Demay L, Alphand M, Ranty-Roby S, van Renssen L, Monier M, Gazagne E, Allain M, Isabel G.","Science. 2018 Nov 30;362(6418):1025-1030. doi: 10.1126/science.aat1590.","Danchin E","Science","2018","2018/12/01","","","10.1126/science.aat1590"
"26714244","Incorporating animal spatial memory in step selection functions","Oliveira-Santos LG, Forester JD, Piovezan U, Tomas WM, Fernandez FA.","J Anim Ecol. 2016 Mar;85(2):516-24. doi: 10.1111/1365-2656.12485. Epub 2016 Feb 4.","Oliveira-Santos LG","J Anim Ecol","2016","2015/12/30","","","10.1111/1365-2656.12485"
"33079060","Sex-specific effects of cooperative breeding and colonial nesting on prosociality in corvids","Horn L, Bugnyar T, Griesser M, Hengl M, Izawa EI, Oortwijn T, Rössler C, Scheer C, Schiestl M, Suyama M, Taylor AH, Vanhooland LC, von Bayern AM, Zürcher Y, Massen JJ.","Elife. 2020 Oct 20;9:e58139. doi: 10.7554/eLife.58139.","Horn L","Elife","2020","2020/10/20","PMC7609055","","10.7554/eLife.58139"
"31573430","Evidence for individual discrimination and numerical assessment in collective antipredator behaviour in wild jackdaws (Corvus monedula)","Coomes JR, McIvor GE, Thornton A.","Biol Lett. 2019 Oct 31;15(10):20190380. doi: 10.1098/rsbl.2019.0380. Epub 2019 Oct 2.","Coomes JR","Biol Lett","2019","2019/10/02","PMC6832194","","10.1098/rsbl.2019.0380"
"30848044","Smart is the new sexy: female mountain chickadees increase reproductive investment when mated to males with better spatial cognition","Branch CL, Pitera AM, Kozlovsky DY, Bridge ES, Pravosudov VV.","Ecol Lett. 2019 Jun;22(6):897-903. doi: 10.1111/ele.13249. Epub 2019 Mar 7.","Branch CL","Ecol Lett","2019","2019/03/09","","","10.1111/ele.13249"
"33171548","Mitogenomic phylogeny of the Asian colobine genus Trachypithecus with special focus on Trachypithecus phayrei (Blyth, 1847) and description of a new species","Roos C, Helgen KM, Miguez RP, Thant NML, Lwin N, Lin AK, Lin A, Yi KM, Soe P, Hein ZM, Myint MNN, Ahmed T, Chetry D, Urh M, Veatch EG, Duncan N, Kamminga P, Chua MAH, Yao L, Matauschek C, Meyer D, Liu ZJ, Li M, Nadler T, Fan PF, Quyet LK, Hofreiter M, Zinner D, Momberg F.","Zool Res. 2020 Nov 18;41(6):656-669. doi: 10.24272/j.issn.2095-8137.2020.254.","Roos C","Zool Res","2020","2020/11/10","PMC7671912","","10.24272/j.issn.2095-8137.2020.254"
"31345934","Portia's capacity to decide whether a detour is necessary","Cross FR, Jackson RR.","J Exp Biol. 2019 Aug 7;222(Pt 15):jeb203463. doi: 10.1242/jeb.203463.","Cross FR","J Exp Biol","2019","2019/07/27","","","10.1242/jeb.203463"
"27298474","Mosaic evolution and the pattern of transitions in the hominin lineage","Foley RA.","Philos Trans R Soc Lond B Biol Sci. 2016 Jul 5;371(1698):20150244. doi: 10.1098/rstb.2015.0244.","Foley RA","Philos Trans R Soc Lond B Biol Sci","2016","2016/06/15","PMC4920300","","10.1098/rstb.2015.0244"
"30104438","Linking cognition with fitness in a wild primate: fitness correlates of problem-solving performance and spatial learning ability","Huebner F, Fichtel C, Kappeler PM.","Philos Trans R Soc Lond B Biol Sci. 2018 Sep 26;373(1756):20170295. doi: 10.1098/rstb.2017.0295.","Huebner F","Philos Trans R Soc Lond B Biol Sci","2018","2018/08/15","PMC6107563","","10.1098/rstb.2017.0295"
"32052278","Social learning in great white pelicans (Pelecanus onocrotalus): A preliminary study","Danel S, Troina G, Dufour V, Bailly-Bechet M, von Bayern AMP, Osiurak F.","Learn Behav. 2020 Sep;48(3):344-350. doi: 10.3758/s13420-019-00404-6.","Danel S","Learn Behav","2020","2020/02/14","","","10.3758/s13420-019-00404-6"
"31427508","Birch tar production does not prove Neanderthal behavioral complexity","Schmidt P, Blessing M, Rageot M, Iovita R, Pfleging J, Nickel KG, Righetti L, Tennie C.","Proc Natl Acad Sci U S A. 2019 Sep 3;116(36):17707-17711. doi: 10.1073/pnas.1911137116. Epub 2019 Aug 19.","Schmidt P","Proc Natl Acad Sci U S A","2019","2019/08/21","PMC6731756","","10.1073/pnas.1911137116"
"32514661","Predictors of individual variation in reversal learning performance in three-spined sticklebacks","Bensky MK, Bell AM.","Anim Cogn. 2020 Sep;23(5):925-938. doi: 10.1007/s10071-020-01399-8. Epub 2020 Jun 8.","Bensky MK","Anim Cogn","2020","2020/06/10","","","10.1007/s10071-020-01399-8"
"32221844","Awareness of danger inside the egg: Evidence of innate and learned predator recognition in cuttlefish embryos","Mezrai N, Arduini L, Dickel L, Chiao CC, Darmaillacq AS.","Learn Behav. 2020 Dec;48(4):401-410. doi: 10.3758/s13420-020-00424-7.","Mezrai N","Learn Behav","2020","2020/03/30","","","10.3758/s13420-020-00424-7"
"26767616","Group size, survival and surprisingly short lifespan in socially foraging bats","Gager Y, Gimenez O, O'Mara MT, Dechmann DK.","BMC Ecol. 2016 Jan 15;16:2. doi: 10.1186/s12898-016-0056-1.","Gager Y","BMC Ecol","2016","2016/01/16","PMC4714502","","10.1186/s12898-016-0056-1"
"27346539","First description of the neuro-anatomy of a larval coral reef fish Amphiprion ocellaris","Jacob H, Metian M, Brooker RM, Duran E, Nakamura N, Roux N, Masanet P, Soulat O, Lecchini D.","J Fish Biol. 2016 Sep;89(3):1583-91. doi: 10.1111/jfb.13057. Epub 2016 Jun 26.","Jacob H","J Fish Biol","2016","2016/06/28","","","10.1111/jfb.13057"
"27495930","Ultimate and proximate mechanisms of reciprocal altruism in rats","Dolivo V, Rutte C, Taborsky M.","Learn Behav. 2016 Sep;44(3):223-6. doi: 10.3758/s13420-016-0236-z.","Dolivo V","Learn Behav","2016","2016/08/07","","","10.3758/s13420-016-0236-z"
"28549647","Pavlovian influences on learning differ between rats and mice in a counter-balanced Go/NoGo judgement bias task","Jones S, Paul ES, Dayan P, Robinson ESJ, Mendl M.","Behav Brain Res. 2017 Jul 28;331:214-224. doi: 10.1016/j.bbr.2017.05.044. Epub 2017 May 23.","Jones S","Behav Brain Res","2017","2017/05/28","PMC5480777","","10.1016/j.bbr.2017.05.044"
"29549031","Social behaviour of domestic dogs (Canis familiaris) in a public off-leash dog park","Howse MS, Anderson RE, Walsh CJ.","Behav Processes. 2018 Dec;157:691-701. doi: 10.1016/j.beproc.2018.03.016. Epub 2018 Mar 13.","Howse MS","Behav Processes","2018","2018/03/18","","","10.1016/j.beproc.2018.03.016"
"27981576","Combining familiarity and landscape features helps break down the barriers between movements and home ranges in a non-territorial large herbivore","Marchand P, Garel M, Bourgoin G, Duparc A, Dubray D, Maillard D, Loison A.","J Anim Ecol. 2017 Mar;86(2):371-383. doi: 10.1111/1365-2656.12616. Epub 2017 Jan 23.","Marchand P","J Anim Ecol","2017","2016/12/17","","","10.1111/1365-2656.12616"
"29907782","Sociality does not drive the evolution of large brains in eusocial African mole-rats","Kverková K, Bělíková T, Olkowicz S, Pavelková Z, O'Riain MJ, Šumbera R, Burda H, Bennett NC, Němec P.","Sci Rep. 2018 Jun 15;8(1):9203. doi: 10.1038/s41598-018-26062-8.","Kverková K","Sci Rep","2018","2018/06/17","PMC6003933","","10.1038/s41598-018-26062-8"
"30374157","Non-invasive genotyping with a massively parallel sequencing panel for the detection of SNPs in HPA-axis genes","Gutleb DR, Ostner J, Schülke O, Wajjwalku W, Sukmak M, Roos C, Noll A.","Sci Rep. 2018 Oct 29;8(1):15944. doi: 10.1038/s41598-018-34223-y.","Gutleb DR","Sci Rep","2018","2018/10/31","PMC6206064","","10.1038/s41598-018-34223-y"
"28105722","Charting the neglected West: The social system of Guinea baboons","Fischer J, Kopp GH, Dal Pesco F, Goffe A, Hammerschmidt K, Kalbitzer U, Klapproth M, Maciej P, Ndao I, Patzelt A, Zinner D.","Am J Phys Anthropol. 2017 Jan;162 Suppl 63(Suppl Suppl 63):15-31. doi: 10.1002/ajpa.23144.","Fischer J","Am J Phys Anthropol","2017","2017/01/21","PMC6586040","","10.1002/ajpa.23144"
"30511458","Drosophila insulin-like peptide dilp1 increases lifespan and glucagon-like Akh expression epistatic to dilp2","Post S, Liao S, Yamamoto R, Veenstra JA, Nässel DR, Tatar M.","Aging Cell. 2019 Feb;18(1):e12863. doi: 10.1111/acel.12863. Epub 2018 Dec 3.","Post S","Aging Cell","2019","2018/12/05","PMC6351851","","10.1111/acel.12863"
